text,sentiment,sentiment_label
@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,0.5887,Positive
@AmericanAir 62 inches !?,0.0,Neutral
@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,0.6597,Positive
@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!,-0.6229,Negative
@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?,-0.1779,Negative
"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",0.7964,Positive
"@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!",0.2942,Positive
@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines,-0.296,Negative
@AmericanAir while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?,-0.3036,Negative
"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",0.8433,Positive
@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure,0.3378,Positive
"@AmericanAir one of my luggage didn't made it onto my flight, hope it really gets here tomorrow, as I was told 😓😭",-0.4588,Negative
"@AmericanAir lost my wife's luggage and nobody gives you and answer, all they say is go here or call there.",-0.3182,Negative
@AmericanAir check your dm pls,0.0772,Positive
@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines,-0.25,Negative
@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.,-0.3859,Negative
@AmericanAir Thank you! You will see me :),0.6996,Positive
@AmericanAir a phone call or email when you Cancelled Flight a flight would be lovely.,0.4215,Positive
@AmericanAir a guy try right...,0.0,Neutral
@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,0.0,Neutral
@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,0.0,Neutral
"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",0.6522,Positive
@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,0.7826,Positive
"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :(",-0.0512,Negative
@AmericanAir delayed.....wow,0.0,Neutral
@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help,0.4588,Positive
@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed,0.508,Positive
@AmericanAir You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad.,-0.7569,Negative
"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",-0.2942,Negative
@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears,0.2263,Positive
@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst,0.4926,Positive
@AmericanAir is rude a hiring requirement at key west airport shaking my head,-0.5719,Negative
@AmericanAir can I DM you info?,0.0,Neutral
"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",-0.7845,Negative
@AmericanAir Tired of sitting on a delayed #1702 again and again computer down,-0.5859,Negative
@AmericanAir @dotnetnate Two hour wait for EXPs as I sit on a JFK PHX flight because US computers are down. Any shot at an LAX flight?,0.0,Neutral
@AmericanAir awesome! Thx,0.784,Positive
"@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up.",0.0041,Positive
"@AmericanAir yes, and rebooked incorrectly.",0.4019,Positive
"@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me",-0.3182,Negative
@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome,0.4019,Positive
@AmericanAir 2293 is the Cancelled Flightled one,-0.25,Negative
@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!,0.8516,Positive
"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail.",-0.7391,Negative
"@AmericanAir i was just severely upset by the rude cs rep. I get she's prob stressed, but I am too! An ""aw, let me help"" cld mk it btr",-0.3054,Negative
"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way.",0.2601,Positive
@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),0.765,Positive
@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff,0.0,Neutral
"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u.",-0.872,Negative
@AmericanAir Just landed - crew couldn't have been more gracious or accommodating. Although a long delay I appreciate your prompt response!,0.6793,Positive
@AmericanAir why would I bother wasting my time calling them when they are gunna do nothing,-0.6249,Negative
@AmericanAir five times at last count,0.0,Neutral
@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded,-0.0772,Negative
@AmericanAir 250 I'm not sure if I'm rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better:(,0.2354,Positive
"@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago.",0.0,Neutral
"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",-0.25,Negative
@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp,0.34,Positive
@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer,0.0,Neutral
"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!",0.7755,Positive
"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",0.3857,Positive
@AmericanAir flights have been on time Late Flightly though!,0.0,Neutral
@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,0.6369,Positive
@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst,-0.4959,Negative
@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu,-0.4215,Negative
@AmericanAir served me rubber pasta covered In sauce that tastes like plastic. Do you have any food for human consumption anymore ?,0.3612,Positive
"@AmericanAir why do #exp members have to wait ""over 2 hours"" to speak with an operator? Surely this is a mistake?",0.2168,Positive
@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful,-0.49,Negative
@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8,0.7212,Positive
@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4,0.2263,Positive
@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.,0.5622,Positive
"@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!",0.7935,Positive
@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,-0.4767,Negative
@AmericanAir should be seeing this sunset from St. John usvi not philly!! http://t.co/DnDOepquKz,0.0,Neutral
@AmericanAir she should not only get a refund but also an apology for the deplorable service.,0.0772,Positive
"@AmericanAir third you lost her bag &amp; after 50 mins of being on hold you told her she would ""eventually get her bag"" completely unacceptable",-0.6801,Negative
"@AmericanAir second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins",0.0,Neutral
@AmericanAir there's a direct from Miami w a seat but u rebooked niece Tuesday. Can't get through on phones? #customerservicefail,0.0,Neutral
@AmericanAir you have such a confusing web site/complicated ordering process. This is why I typically fly @SouthwestAir.,-0.2263,Negative
@AmericanAir first my sister had ZERO food in her cross country flight with no type of warning or voucher,-0.5574,Negative
@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,0.4019,Positive
@AmericanAir rented van drove 250 miles with 6 strangers.  Arrived home 6:00am. No offers of help from AA. http://t.co/BTTGmyN0A0,0.128,Positive
@AmericanAir the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16),-0.5423,Negative
@AmericanAir @NY_NJairports Do you guys teach poor customer service or is it just part of an american dream?,-0.2732,Negative
"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology.",-0.8816,Negative
@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont),0.25,Positive
"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad",-0.8689,Negative
@AmericanAir Reservation Line won't let me speak to a representative because they are too busy. They literally disconnect you. Why bother?,-0.34,Negative
@AmericanAir yes called your UK number on skype…well worth the $.50.  i recommend others do the same.,0.7506,Positive
@AmericanAir Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1.  Great job,0.8402,Positive
"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",0.0,Neutral
@AmericanAir @travisamex please please American call me so I can rebook ticket .,0.5574,Positive
@AmericanAir @dfwairport  Have been trying to get canx flight resched since noon.  got 2 call backs but call disconnects as soon as I answer,-0.0258,Negative
@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf,-0.8583,Negative
@AmericanAir you suck worst airline ever I will never be flying you again I have been stuck here for 13 hours no one is helping #fuckoff,-0.8402,Negative
@AmericanAir I have been on hold 3 hours.  2 seconds of it with a rude agent.,-0.4588,Negative
"@AmericanAir  Dear American, when did 2 hour hold times become the industry standard?  Have you heard of additional staffing during weather?",0.4515,Positive
".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",0.6369,Positive
"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves.",-0.2023,Negative
@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.,0.8977,Positive
@AmericanAir I let a crew member know every time this happens.  Which is most of the time.,0.0,Neutral
@AmericanAir are you kidding me?  No one answering calls on reserv line due to high call volume and not even an option to wait.  Brutal,-0.7096,Negative
@AmericanAir LGA 2 Nashville Cancelled Flightled phone center no help. Fabulous staff at gate D4 helped-2 young men handled crowd well.,-0.6038,Negative
@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!,0.3802,Positive
"@AmericanAir Next Friday, I'll take AA3074 to LGA.Sat morning, US1951+US874.Do I have to take my bags at LGA or I get them to my final dest?",0.0,Neutral
@AmericanAir your message was delayed I just responded,-0.2263,Negative
"@AmericanAir please fix your inventory system, Plat upgraded then bumped DOWN after boarding, FA said they made a mistake. AA45 3A➡️8C 😕",-0.34,Negative
"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",0.2584,Positive
@AmericanAir Always enjoy my time. Now on the plane to DFW!,0.5411,Positive
"@AmericanAir 

Late Flight from phoenix, gave ticks away when arrived chicago, held bags hostage chicago, rented van drove to toledo. 5 hr drive.",0.0,Neutral
"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg",-0.7155,Negative
@AmericanAir I want to speak to a human being! !!  This is not an obscene request!,0.6747,Positive
"@AmericanAir flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?",-0.5803,Negative
@AmericanAir Are you kidding? You don't think I've done that?? I've called dozens of times &amp; it tells me to call back &amp; hangs up.,0.2359,Positive
@AmericanAir I did. Should i expect a response in this fiscal year? This calendar year? Never?,0.0,Neutral
@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.,-0.4585,Negative
@AmericanAir AA2416 on time and awesome flight. Great job American!,0.8588,Positive
@AmericanAir no response to DM or email yet.  customer service?,-0.296,Negative
@AmericanAir understand waiting 2+ hours for callback on the exec plat line but when call dropped the agent could at least try again,0.0,Neutral
@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.,-0.7444,Negative
@AmericanAir that's not what I asked :)) I'm looking to change a Flight Booking Problems for 03.03. Can you help,0.0,Neutral
@AmericanAir your service is horrible. I can't get a straight answer from your ground agents.,-0.6329,Negative
@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,0.0,Neutral
@AmericanAir Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.,-0.4215,Negative
"@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight.",-0.3009,Negative
@AmericanAir After 3 days NO BAGs amazing the way that you neglect customers,-0.8404,Negative
@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.,-0.7506,Negative
@AmericanAir is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help,-0.3802,Negative
"@AmericanAir I have an issue that requires a bit more than a tweet to explain, do y’all have an email?",0.0,Neutral
@AmericanAir pls help. This is seriously beyond ridiculous.,-0.0516,Negative
@AmericanAir  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help,0.816,Positive
@AmericanAir Rebooked for tomorrow morning. Never been here - not sure what I can see before tomorrow morning!,-0.308,Negative
"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window.",0.0,Neutral
"@AmericanAir 

Seats gvn away. 7 strangers in 2 Chicago. Rented van. Drove to toledo. No help, no offer, no hotel. http://t.co/nxQiJCoJNj",0.1326,Positive
@AmericanAir - gold elite loyalty customer..can't count on my hometown preferred airline to do right. #bummed..,0.5423,Positive
@AmericanAir @tcunningham10 please call us back to rebook. 7403607771 we can't through!!!!! We need to get to columbus!!!!,0.5374,Positive
@AmericanAir  flight to dca I need to change asap help can't get through,0.4019,Positive
@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?,-0.5627,Negative
@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control,-0.4215,Negative
@AmericanAir flight 1041 is the first flight.,0.0,Neutral
@AmericanAir Always love opening the upgrade email.,0.6369,Positive
@AmericanAir called executive platinum desk and got a TWO HOUR call back time... 2.5 hrs Late Flightr still no call and still stuck in Chicago,-0.4939,Negative
@AmericanAir I need to order a special meal and I can't reach AA. Been on hold for over 2 hours,0.3871,Positive
@AmericanAir two delayed flights today that weren't weather reLate Flightd. Keep up the good work!,0.3164,Positive
"@AmericanAir two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted",0.533,Positive
"@AmericanAir 245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though.",-0.0387,Negative
"@AmericanAir Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?",-0.4215,Negative
@AmericanAir we're still stucked in the airport. #AADelay #AA919,0.0,Neutral
"@AmericanAir Flight 2954, Dallas to Grand Junction #AmazingFlightCrew",0.4588,Positive
"@AmericanAir redirect my flight without telling me, service is abysmal.",0.0,Neutral
"@AmericanAir really American Airlines , service is Las Vegas is shocking, absolute jokers take your reputation more seriously!",-0.6105,Negative
"@AmericanAir no one received text alerts, automated calls, anything either. Literally no information as to what was happening.",-0.5267,Negative
@AmericanAir aftr 10 hrs bng held hstg at mia bc aa refsd to get med bags. bag fnd aa then refsd to fix tkts they cnceld said $360 to fly,-0.296,Negative
@AmericanAir just downloaded the app for iPhone.  Notice drink coupon but nothing is displayed?  Getting ready to fly...,0.5023,Positive
@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!,-0.6996,Negative
"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃",0.765,Positive
@AmericanAir we got to 15 minutes AFTER takeoff time before anyone wandered over to address the line of people.,0.0,Neutral
@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available,-0.5106,Negative
@AmericanAir 1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!,-0.2244,Negative
@AmericanAir there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.,-0.5423,Negative
"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?",0.0,Neutral
@AmericanAir fcuk you. Shit service. You got no fans.,-0.7003,Negative
"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?",-0.25,Negative
@AmericanAir I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?,0.128,Positive
@AmericanAir so how do we get me a person?,0.0,Neutral
"@AmericanAir not only did you rebook me on the wrong day, your phone system says it can't handle the volume and hangs up on me!!!",-0.6093,Negative
@AmericanAir where do I look for cabin crew vacancies?,0.0,Neutral
"@AmericanAir how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here...",-0.308,Negative
@AmericanAir hi how are you,0.0,Neutral
@AmericanAir cannot talk to any agents keep getting hung up on crazy,-0.34,Negative
"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",-0.25,Negative
"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?",-0.25,Negative
@AmericanAir I got rebooked on on us airways by you guys but the flight I got won't work. Any help would be appreciated.,0.3742,Positive
@AmericanAir On hold for 20 mins and then used the call back service only to have an agent call me and put me on hold forever-anyone there?,0.0,Neutral
@AmericanAir Can you upgrade (with cash) to Main Cabin Extra after buying an AAdvantage Mileage Saver (using miles)? Can't seem to do it...,0.0,Neutral
@AmericanAir @AmericanAir how do you expect to do that?,0.0,Neutral
"@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?",0.1779,Positive
@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP,0.0,Neutral
"@AmericanAir @karabuxthomps Yeah, I have a lot of questions, number one: how dare you",0.3612,Positive
@AmericanAir Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.,0.3612,Positive
@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow,0.4404,Positive
@AmericanAir tried that and can't get through.,0.0,Neutral
"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!",-0.5696,Negative
"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted.",-0.6933,Negative
@AmericanAir thnkx bt dont help now we will need to go WAY out of OUR way to get where we NEED to be for the $ u charge this sux #neveragain,-0.6289,Negative
@AmericanAir I get &amp; can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.,0.1832,Positive
@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,-0.8325,Negative
@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,-0.1177,Negative
@AmericanAir leave our luggage in the baggage claim without any previous information! That's not the deal!! http://t.co/oTTy5rYMzD,-0.2677,Negative
@AmericanAir  2 hours to be answered on a call?,0.0,Neutral
@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?,-0.5095,Negative
"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",0.7184,Positive
@AmericanAir @macario2 but you are Late Flight again!! Again and again! Where are the crew?,0.0,Neutral
"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again.",0.8979,Positive
@AmericanAir  hung up on now many times trying to cal 8004337300 crazy,-0.34,Negative
@AmericanAir that's quite an impressive list of fees!,0.5954,Positive
"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",-0.7964,Negative
@AmericanAir you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah,0.4106,Positive
"“@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.” Good luck with that!",0.6996,Positive
@AmericanAir flight was Cancelled Flightled can you guys help?,0.1779,Positive
"@AmericanAir Changed flight from BNA to 2/20 ahead of weather. Slammed me with cost diff because ""no weather advisory.""Really!",0.0,Neutral
"@AmericanAir my itinerary was from EWR TO DALLAS to LA. You Cancelled Flightled my flight, you have my money, find a way to get me there from EWR",-0.25,Negative
@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.,-0.3736,Negative
@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️,0.7579,Positive
@AmericanAir Can't get thru by phone to use a credit that's about to expire! #frustrated #aa.com,-0.2714,Negative
@AmericanAir when is next lax JFK flight today,0.0,Neutral
"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",0.802,Positive
@AmericanAir now down to only one agent helping a stagnant line of almost 100 customers. Super.,0.7037,Positive
@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.,0.2211,Positive
"@AmericanAir after all, the plane didn’t land in identical or worse) conditions at GRK according to METARs.",-0.4767,Negative
@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,0.4588,Positive
"@AmericanAir first the pilot, then the catering...",0.0,Neutral
".@AmericanAir Also, not the reservations team's fault. Bad top-down decision. I feel bad for the reservations AND social media teams.",-0.8658,Negative
@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.,0.7506,Positive
@AmericanAir @TheNateK I submitted a complaint via that link in Dec. &amp; followed up in Jan. NEVER HEARD BACK! #badcustomerservice,-0.3595,Negative
"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines",0.7717,Positive
"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?",-0.25,Negative
"@AmericanAir The point of the pic: If your reps struggle with the merger this much, imagine how it is for the public! http://t.co/hQdB5IRuVg",-0.3802,Negative
@AmericanAir flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!,-0.4981,Negative
@AmericanAir I was flying from Ft Lauderdale FL to Seattle WA on the 02/28/2015 until the 03/03/2015 and they don't want to honor my flight.,-0.431,Negative
@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.,0.0,Neutral
@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail,-0.5423,Negative
@AmericanAir hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!,0.0,Neutral
@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,0.0,Neutral
@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,0.2617,Positive
@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?,0.0,Neutral
@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA,0.0,Neutral
@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,-0.25,Negative
"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?",0.0,Neutral
@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon,-0.4767,Negative
@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.,0.0,Neutral
@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!,-0.4545,Negative
"@AmericanAir i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am",0.0,Neutral
@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.,0.4019,Positive
"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times.",-0.2263,Negative
"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind.",0.0,Neutral
@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!,0.7088,Positive
@AmericanAir. You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,-0.5267,Negative
@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,-0.4585,Negative
"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",-0.2235,Negative
@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by ✈️✌️,0.059,Positive
@AmericanAir cut it. Put me on a flt tomorrow.,-0.2732,Negative
@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations,-0.0598,Negative
@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,-0.2448,Negative
"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",0.0772,Positive
@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport,0.0,Neutral
@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,-0.1926,Negative
@AmericanAir can you help me with a reservation? cant get through on the phone,0.4019,Positive
@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn,0.0,Neutral
"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA.",-0.6369,Negative
@AmericanAir more of the insane treatment by your customers,-0.4522,Negative
@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,0.0,Neutral
"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",0.0,Neutral
@AmericanAir is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies,0.7003,Positive
@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-,0.25,Positive
"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",0.4404,Positive
"@AmericanAir @ejacqui If you updated the screens, then people would know the Late Flightst info, good or bad. And that wouldn't work because...",-0.1531,Negative
@AmericanAir missing a full days of work thanks guys,0.1779,Positive
@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,-0.2924,Negative
.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,0.0,Neutral
@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,-0.8633,Negative
"@AmericanAir @russelneiss No, American. This is simple. How about YOU call HER back with the info for her new flight. Basic customer service",0.0,Neutral
